Hsap|P02144|MB	Hsap|P02144|MB	100.000	154	154	154	1.50e-110	312	100
Hsap|P02144|MB	Sscr|P02189|MB	93.506	154	154	154	4.04e-103	294	100
Hsap|P02144|MB	Tman|A0A2Y9DG99|MB	90.260	154	154	154	1.93e-98	282	100
Hsap|P02144|MB	Oros|A0A2U3X238|MB	88.312	154	154	154	6.54e-98	281	100
Hsap|P02144|MB	Zcal|P02161|MB	87.662	154	154	154	3.21e-97	279	100
Hsap|P02144|MB	Bmus|A0A8C0D084|MB	85.714	154	154	154	3.11e-96	276	100
Hsap|P02144|MB	Mfur|A0A8U0SD72|MB	87.662	154	154	154	1.84e-95	275	100
Hsap|P02144|MB	Pmac|P02185|MB	84.416	154	154	154	6.01e-95	273	100
Hsap|P02144|MB	Clup|P63113|MB	85.065	154	154	154	2.05e-94	272	100
Hsap|P02144|MB	Lafr|P02187|MB	84.416	154	154	154	4.58e-93	268	100
Hsap|P02144|MB	Lafr|G5E7F2|MB	83.766	154	154	154	1.03e-92	267	100
Hsap|P02144|MB	Btau|P02192|MB	84.416	154	154	154	1.75e-92	267	100
Hsap|P02144|MB	Clup|A0A8I3NE77|MB	89.720	107	154	171	3.24e-65	199	69
Hsap|P02144|MB	Pmac|A0A2Y9FVS2|HBZ	29.530	149	154	142	7.66e-18	77.4	96
Hsap|P02144|MB	Bmus|A0A8C0DPY8|HBZ	29.530	149	154	142	1.27e-17	76.6	96
Hsap|P02144|MB	Mfur|M3YPW1|CYGB	30.000	150	154	190	1.39e-17	77.8	95
Hsap|P02144|MB	Clup|A0A5F4CYE6|LOC100855634	31.333	150	154	142	2.46e-17	75.9	96
Hsap|P02144|MB	Clup|A0A8I3PA77|CYGB	29.333	150	154	190	7.25e-17	75.9	95
Hsap|P02144|MB	Bmus|A0A8C0I4H5|CYGB	28.947	152	154	190	7.97e-17	75.9	95
Hsap|P02144|MB	Lafr|G3UJH3|LOC100657757	28.859	149	154	142	9.39e-17	74.7	96
Hsap|P02144|MB	Sscr|F1RGX7|HBZ	29.530	149	154	142	1.18e-16	74.3	96
Hsap|P02144|MB	Zcal|A0A6P9FCL7|HBZ	31.544	149	154	142	1.20e-16	74.3	96
Hsap|P02144|MB	Pmac|A0A2Y9TB15|CYGB	29.333	150	154	190	1.84e-16	75.1	95
Hsap|P02144|MB	Zcal|A0A6J2FPK4|CYGB	29.333	150	154	190	2.39e-16	74.7	95
Hsap|P02144|MB	Oros|A0A2U3VHP7|CYGB	29.333	150	154	190	2.39e-16	74.7	95
Hsap|P02144|MB	Zcal|A0A6J2EJS5|LOC113933389	31.544	149	154	142	2.57e-16	73.6	96
Hsap|P02144|MB	Btau|F1MMI1|HBZ	28.188	149	154	142	2.57e-16	73.6	96
Hsap|P02144|MB	Lafr|G3U5A2|HBZ	28.188	149	154	142	2.62e-16	73.6	96
Hsap|P02144|MB	Clup|A0A8I3MDS5|LOC100855634	30.667	150	154	142	2.82e-16	73.2	96
Hsap|P02144|MB	Btau|E1BMU2|CYGB	28.289	152	154	190	3.08e-16	74.3	95
Hsap|P02144|MB	Oros|A0A2U3W4U2|HBZ	31.544	149	154	142	3.39e-16	73.2	96
Hsap|P02144|MB	Hsap|Q8WWM9|CYGB	28.667	150	154	190	5.51e-16	73.6	95
Hsap|P02144|MB	Tman|A0A2Y9DEZ0|HBZ	27.517	149	154	142	9.64e-16	72.0	96
Hsap|P02144|MB	Hsap|P02008|HBZ	28.188	149	154	142	1.06e-15	71.6	96
Hsap|P02144|MB	Tman|A0A2Y9DGD9|CYGB	28.667	150	154	190	1.13e-15	72.8	95
Hsap|P02144|MB	Mfur|M3YX88|LOC123389707	29.530	149	154	142	1.63e-15	71.2	96
Hsap|P02144|MB	Sscr|F1RWP3|CYGB	29.333	150	154	410	2.35e-15	74.3	95
Hsap|P02144|MB	Mfur|A0A8U0MQ91|LOC101675077	28.859	149	154	142	3.40e-15	70.5	96
Hsap|P02144|MB	Sscr|P02009|NA	28.378	148	154	141	3.84e-14	67.8	95
Hsap|P02144|MB	Sscr|F1RGX4|LOC110259958	29.801	151	154	142	1.83e-11	60.8	96
Hsap|P02144|MB	Sscr|P01965|HBA	29.530	149	154	141	4.43e-11	59.7	95
